account,balance_t,total,total_1,total_13,total_35,total_5,is_in,type
61824358,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
61804308,"[129, 4, 125, 0, 0]",129,4,125,0,0,True,1
67057578,"[24, 4, 20, 0, 0]",24,4,20,0,0,True,1
61807808,"[147, 0, 0, 0, 147]",147,0,0,0,147,True,3
65009818,"[116, 62, 54, 0, 0]",116,62,54,0,0,True,0
67080558,"[7, 0, 2, 0, 5]",7,0,2,0,5,True,3
60828898,"[147, 0, 142, 5, 0]",147,0,142,5,0,True,1
61834078,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
61848858,"[147, 99, 48, 0, 0]",147,99,48,0,0,True,0
61852628,"[147, 79, 56, 12, 0]",147,79,56,12,0,True,0
66089908,"[94, 6, 72, 16, 0]",94,6,72,16,0,True,1
69886998,"[147, 0, 69, 70, 8]",147,0,69,70,8,True,2
61833798,"[132, 1, 0, 10, 121]",132,1,0,10,121,True,3
65017688,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
33946889,"[147, 115, 32, 0, 0]",147,115,32,0,0,True,0
62081878,"[147, 36, 111, 0, 0]",147,36,111,0,0,True,1
63027038,"[147, 51, 96, 0, 0]",147,51,96,0,0,True,1
60015118,"[147, 147, 0, 0, 0]",147,147,0,0,0,True,0
61840778,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
60807518,"[7, 6, 1, 0, 0]",7,6,1,0,0,True,0
67011798,"[43, 6, 37, 0, 0]",43,6,37,0,0,True,1
67810588,"[147, 43, 104, 0, 0]",147,43,104,0,0,True,1
63072988,"[147, 0, 87, 60, 0]",147,0,87,60,0,True,1
67856058,"[147, 1, 0, 0, 146]",147,1,0,0,146,True,3
67021718,"[37, 0, 37, 0, 0]",37,0,37,0,0,True,1
62082068,"[147, 0, 68, 79, 0]",147,0,68,79,0,True,2
63008888,"[147, 0, 14, 131, 2]",147,0,14,131,2,True,2
61807708,"[147, 0, 143, 4, 0]",147,0,143,4,0,True,1
66072658,"[122, 31, 85, 6, 0]",122,31,85,6,0,True,1
61805318,"[147, 86, 61, 0, 0]",147,86,61,0,0,True,0
60016808,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
66071578,"[120, 0, 84, 36, 0]",120,0,84,36,0,True,1
67089208,"[7, 6, 1, 0, 0]",7,6,1,0,0,True,0
61871808,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
66098898,"[68, 32, 36, 0, 0]",68,32,36,0,0,True,1
65058128,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
60005098,"[147, 59, 87, 1, 0]",147,59,87,1,0,True,1
67057788,"[25, 5, 20, 0, 0]",25,5,20,0,0,True,1
66096928,"[74, 0, 74, 0, 0]",74,0,74,0,0,True,1
61891668,"[147, 147, 0, 0, 0]",147,147,0,0,0,True,0
67816798,"[147, 0, 31, 116, 0]",147,0,31,116,0,True,2
63067608,"[147, 1, 0, 119, 27]",147,1,0,119,27,True,2
67022558,"[20, 6, 14, 0, 0]",20,6,14,0,0,True,1
67025758,"[36, 2, 34, 0, 0]",36,2,34,0,0,True,1
68842728,"[147, 147, 0, 0, 0]",147,147,0,0,0,True,0
69881018,"[147, 0, 0, 64, 83]",147,0,0,64,83,True,3
66028798,"[125, 0, 125, 0, 0]",125,0,125,0,0,True,1
69861668,"[147, 6, 141, 0, 0]",147,6,141,0,0,True,1
67025888,"[34, 3, 31, 0, 0]",34,3,31,0,0,True,1
61874908,"[147, 6, 141, 0, 0]",147,6,141,0,0,True,1
65016998,"[63, 6, 57, 0, 0]",63,6,57,0,0,True,1
65022958,"[147, 123, 24, 0, 0]",147,123,24,0,0,True,0
67065298,"[17, 17, 0, 0, 0]",17,17,0,0,0,True,0
67008658,"[50, 1, 32, 17, 0]",50,1,32,17,0,True,1
66099118,"[66, 16, 23, 27, 0]",66,16,23,27,0,True,2
61862128,"[147, 113, 34, 0, 0]",147,113,34,0,0,True,0
67065578,"[17, 16, 1, 0, 0]",17,16,1,0,0,True,0
62086778,"[147, 101, 46, 0, 0]",147,101,46,0,0,True,0
66092978,"[83, 76, 7, 0, 0]",83,76,7,0,0,True,0
67056508,"[27, 20, 7, 0, 0]",27,20,7,0,0,True,0
67029558,"[31, 2, 29, 0, 0]",31,2,29,0,0,True,1
67026668,"[17, 10, 7, 0, 0]",17,10,7,0,0,True,0
65010808,"[147, 0, 46, 14, 87]",147,0,46,14,87,True,3
62080098,"[115, 12, 103, 0, 0]",115,12,103,0,0,True,1
67008008,"[50, 8, 42, 0, 0]",50,8,42,0,0,True,1
67813018,"[147, 0, 62, 60, 25]",147,0,62,60,25,True,1
63069978,"[147, 26, 121, 0, 0]",147,26,121,0,0,True,1
67056798,"[24, 0, 7, 17, 0]",24,0,7,17,0,True,2
65028988,"[147, 7, 140, 0, 0]",147,7,140,0,0,True,1
67001558,"[42, 33, 9, 0, 0]",42,33,9,0,0,True,0
69839678,"[141, 4, 1, 38, 98]",141,4,1,38,98,True,3
66055208,"[131, 0, 62, 61, 8]",131,0,62,61,8,True,1
65008808,"[147, 0, 0, 87, 60]",147,0,0,87,60,True,2
67075218,"[7, 7, 0, 0, 0]",7,7,0,0,0,True,0
67056598,"[27, 7, 20, 0, 0]",27,7,20,0,0,True,1
67022758,"[23, 0, 23, 0, 0]",23,0,23,0,0,True,1
61864688,"[147, 9, 138, 0, 0]",147,9,138,0,0,True,1
66069538,"[125, 59, 56, 10, 0]",125,59,56,10,0,True,0
65075998,"[141, 46, 95, 0, 0]",141,46,95,0,0,True,1
61813358,"[147, 12, 131, 4, 0]",147,12,131,4,0,True,1
61813558,"[147, 64, 78, 5, 0]",147,64,78,5,0,True,1
69898808,"[147, 0, 0, 0, 147]",147,0,0,0,147,True,3
67067508,"[16, 0, 7, 9, 0]",16,0,7,9,0,True,2
67008518,"[50, 0, 0, 1, 49]",50,0,0,1,49,True,3
67000128,"[59, 0, 59, 0, 0]",59,0,59,0,0,True,1
61856028,"[147, 0, 0, 0, 147]",147,0,0,0,147,True,3
67025918,"[34, 2, 23, 9, 0]",34,2,23,9,0,True,1
89318150,"[147, 7, 140, 0, 0]",147,7,140,0,0,True,1
61868718,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
67052108,"[29, 25, 4, 0, 0]",29,25,4,0,0,True,0
60818568,"[147, 146, 1, 0, 0]",147,146,1,0,0,True,0
69896528,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
63089068,"[147, 0, 137, 10, 0]",147,0,137,10,0,True,1
69870888,"[147, 103, 44, 0, 0]",147,103,44,0,0,True,0
67021808,"[39, 1, 28, 10, 0]",39,1,28,10,0,True,1
67022768,"[23, 0, 23, 0, 0]",23,0,23,0,0,True,1
66066768,"[69, 0, 69, 0, 0]",69,0,69,0,0,True,1
69838518,"[147, 0, 68, 76, 3]",147,0,68,76,3,True,2
69820658,"[147, 11, 107, 28, 1]",147,11,107,28,1,True,1
67029788,"[30, 0, 30, 0, 0]",30,0,30,0,0,True,1
65018128,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
67077828,"[9, 3, 6, 0, 0]",9,3,6,0,0,True,1
67010298,"[46, 8, 23, 15, 0]",46,8,23,15,0,True,1
65082578,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
63079808,"[147, 89, 58, 0, 0]",147,89,58,0,0,True,0
67029918,"[30, 0, 30, 0, 0]",30,0,30,0,0,True,1
63067028,"[29, 25, 4, 0, 0]",29,25,4,0,0,True,0
63009528,"[147, 0, 86, 61, 0]",147,0,86,61,0,True,1
67066838,"[8, 7, 1, 0, 0]",8,7,1,0,0,True,0
65009978,"[147, 136, 11, 0, 0]",147,136,11,0,0,True,0
63090988,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
67058688,"[24, 11, 13, 0, 0]",24,11,13,0,0,True,1
67009968,"[47, 43, 4, 0, 0]",47,43,4,0,0,True,0
66076698,"[120, 13, 107, 0, 0]",120,13,107,0,0,True,1
62091228,"[147, 19, 126, 2, 0]",147,19,126,2,0,True,1
69893333,"[147, 0, 0, 0, 147]",147,0,0,0,147,True,3
66066968,"[36, 0, 36, 0, 0]",36,0,36,0,0,True,1
66025838,"[125, 0, 125, 0, 0]",125,0,125,0,0,True,1
67009828,"[45, 0, 9, 13, 23]",45,0,9,13,23,True,3
62089508,"[147, 0, 146, 1, 0]",147,0,146,1,0,True,1
61808308,"[147, 0, 0, 0, 147]",147,0,0,0,147,True,3
61827368,"[147, 80, 63, 4, 0]",147,80,63,4,0,True,0
65012298,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
63078208,"[65, 5, 48, 12, 0]",65,5,48,12,0,True,1
60018908,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
61834528,"[147, 0, 0, 1, 146]",147,0,0,1,146,True,3
63018928,"[147, 123, 24, 0, 0]",147,123,24,0,0,True,0
66019558,"[147, 50, 20, 29, 48]",147,50,20,29,48,True,0
61835718,"[147, 46, 101, 0, 0]",147,46,101,0,0,True,1
66061288,"[121, 121, 0, 0, 0]",121,121,0,0,0,True,0
67015578,"[46, 42, 4, 0, 0]",46,42,4,0,0,True,0
69852028,"[147, 0, 145, 2, 0]",147,0,145,2,0,True,1
63060538,"[147, 76, 71, 0, 0]",147,76,71,0,0,True,0
67051738,"[29, 7, 4, 18, 0]",29,7,4,18,0,True,2
66050838,"[132, 16, 116, 0, 0]",132,16,116,0,0,True,1
60008078,"[140, 0, 129, 11, 0]",140,0,129,11,0,True,1
61804668,"[147, 1, 34, 1, 111]",147,1,34,1,111,True,3
67022288,"[37, 13, 24, 0, 0]",37,13,24,0,0,True,1
66087728,"[69, 0, 14, 55, 0]",69,0,14,55,0,True,2
67057868,"[21, 7, 14, 0, 0]",21,7,14,0,0,True,1
67052958,"[28, 1, 19, 1, 7]",28,1,19,1,7,True,1
61822468,"[147, 135, 12, 0, 0]",147,135,12,0,0,True,0
63096918,"[147, 0, 0, 0, 147]",147,0,0,0,147,True,3
61823468,"[27, 27, 0, 0, 0]",27,27,0,0,0,True,0
66090638,"[99, 40, 14, 31, 14]",99,40,14,31,14,True,0
63015128,"[147, 1, 0, 0, 146]",147,1,0,0,146,True,3
69811618,"[147, 0, 0, 0, 147]",147,0,0,0,147,True,3
61847008,"[147, 34, 113, 0, 0]",147,34,113,0,0,True,1
61808098,"[147, 97, 50, 0, 0]",147,97,50,0,0,True,0
66019918,"[32, 0, 32, 0, 0]",32,0,32,0,0,True,1
66020858,"[145, 89, 56, 0, 0]",145,89,56,0,0,True,0
65006928,"[147, 49, 98, 0, 0]",147,49,98,0,0,True,1
61805598,"[147, 0, 8, 139, 0]",147,0,8,139,0,True,2
65009138,"[147, 89, 58, 0, 0]",147,89,58,0,0,True,0
60820678,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
60820108,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
60800058,"[125, 8, 117, 0, 0]",125,8,117,0,0,True,1
62051118,"[95, 8, 8, 0, 79]",95,8,8,0,79,True,3
66090708,"[49, 3, 44, 2, 0]",49,3,44,2,0,True,1
67025658,"[33, 0, 15, 18, 0]",33,0,15,18,0,True,2
61835288,"[147, 0, 0, 1, 146]",147,0,0,1,146,True,3
61878468,"[147, 0, 146, 1, 0]",147,0,146,1,0,True,1
67001208,"[27, 19, 8, 0, 0]",27,19,8,0,0,True,0
69844068,"[147, 8, 122, 17, 0]",147,8,122,17,0,True,1
67011108,"[47, 30, 17, 0, 0]",47,30,17,0,0,True,0
66091228,"[39, 0, 39, 0, 0]",39,0,39,0,0,True,1
61870068,"[147, 147, 0, 0, 0]",147,147,0,0,0,True,0
33333333,"[147, 147, 0, 0, 0]",147,147,0,0,0,True,0
62087938,"[147, 0, 0, 2, 145]",147,0,0,2,145,True,3
61897928,"[147, 3, 0, 0, 144]",147,3,0,0,144,True,3
66078518,"[65, 65, 0, 0, 0]",65,65,0,0,0,True,0
66099508,"[54, 6, 48, 0, 0]",54,6,48,0,0,True,1
67057278,"[18, 9, 9, 0, 0]",18,9,9,0,0,True,0
65020778,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
61854188,"[147, 0, 42, 36, 69]",147,0,42,36,69,True,3
69832298,"[147, 8, 139, 0, 0]",147,8,139,0,0,True,1
61888798,"[147, 48, 7, 2, 90]",147,48,7,2,90,True,3
67065508,"[17, 5, 12, 0, 0]",17,5,12,0,0,True,1
61804988,"[147, 0, 0, 0, 147]",147,0,0,0,147,True,3
61877228,"[147, 4, 33, 110, 0]",147,4,33,110,0,True,2
67005598,"[47, 8, 0, 0, 39]",47,8,0,0,39,True,3
63000958,"[147, 1, 0, 0, 146]",147,1,0,0,146,True,3
68831678,"[147, 0, 68, 79, 0]",147,0,68,79,0,True,2
66022028,"[142, 65, 16, 14, 47]",142,65,16,14,47,True,0
67012078,"[46, 7, 12, 19, 8]",46,7,12,19,8,True,2
61820188,"[147, 147, 0, 0, 0]",147,147,0,0,0,True,0
61823018,"[147, 147, 0, 0, 0]",147,147,0,0,0,True,0
60818068,"[147, 0, 138, 9, 0]",147,0,138,9,0,True,1
62075528,"[147, 0, 143, 4, 0]",147,0,143,4,0,True,1
69869998,"[16, 4, 12, 0, 0]",16,4,12,0,0,True,1
65081878,"[147, 0, 11, 42, 94]",147,0,11,42,94,True,3
61811000,"[22, 10, 0, 0, 12]",22,10,0,0,12,True,3
60814998,"[49, 16, 29, 4, 0]",49,16,29,4,0,True,1
69897988,"[147, 147, 0, 0, 0]",147,147,0,0,0,True,0
62096868,"[147, 16, 131, 0, 0]",147,16,131,0,0,True,1
63067518,"[147, 21, 107, 19, 0]",147,21,107,19,0,True,1
69812568,"[147, 9, 130, 8, 0]",147,9,130,8,0,True,1
60822478,"[147, 0, 0, 0, 147]",147,0,0,0,147,True,3
67029618,"[20, 11, 9, 0, 0]",20,11,9,0,0,True,0
60802128,"[147, 94, 53, 0, 0]",147,94,53,0,0,True,0
61849278,"[147, 41, 36, 19, 51]",147,41,36,19,51,True,3
66017888,"[136, 47, 88, 1, 0]",136,47,88,1,0,True,1
63066788,"[147, 30, 0, 0, 117]",147,30,0,0,117,True,3
61895208,"[147, 10, 135, 2, 0]",147,10,135,2,0,True,1
67025988,"[35, 0, 35, 0, 0]",35,0,35,0,0,True,1
69852608,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
62097068,"[147, 0, 0, 0, 147]",147,0,0,0,147,True,3
62091178,"[147, 0, 95, 52, 0]",147,0,95,52,0,True,1
65025918,"[147, 0, 23, 123, 1]",147,0,23,123,1,True,2
63089698,"[147, 145, 2, 0, 0]",147,145,2,0,0,True,0
63086588,"[147, 0, 138, 9, 0]",147,0,138,9,0,True,1
67062838,"[16, 16, 0, 0, 0]",16,16,0,0,0,True,0
61857328,"[147, 0, 2, 17, 128]",147,0,2,17,128,True,3
69847188,"[147, 27, 115, 5, 0]",147,27,115,5,0,True,1
65022888,"[147, 0, 127, 20, 0]",147,0,127,20,0,True,1
61857178,"[147, 8, 139, 0, 0]",147,8,139,0,0,True,1
61828858,"[147, 9, 138, 0, 0]",147,9,138,0,0,True,1
65050078,"[147, 0, 134, 13, 0]",147,0,134,13,0,True,1
65025818,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
66079618,"[115, 6, 106, 3, 0]",115,6,106,3,0,True,1
67061778,"[18, 0, 18, 0, 0]",18,0,18,0,0,True,1
63061558,"[147, 0, 112, 35, 0]",147,0,112,35,0,True,1
67018758,"[42, 0, 42, 0, 0]",42,0,42,0,0,True,1
69851428,"[44, 27, 17, 0, 0]",44,27,17,0,0,True,0
68841288,"[17, 17, 0, 0, 0]",17,17,0,0,0,True,0
69869408,"[147, 0, 10, 96, 41]",147,0,10,96,41,True,2
65022868,"[147, 0, 0, 1, 146]",147,0,0,1,146,True,3
66097118,"[71, 0, 69, 2, 0]",71,0,69,2,0,True,1
66062638,"[49, 4, 45, 0, 0]",49,4,45,0,0,True,1
69853288,"[147, 4, 143, 0, 0]",147,4,143,0,0,True,1
63056258,"[147, 0, 135, 12, 0]",147,0,135,12,0,True,1
65025228,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
61851188,"[147, 0, 9, 138, 0]",147,0,9,138,0,True,2
67005238,"[52, 0, 37, 15, 0]",52,0,37,15,0,True,1
67028058,"[33, 18, 11, 4, 0]",33,18,11,4,0,True,0
66020698,"[147, 50, 15, 9, 73]",147,50,15,9,73,True,3
60828508,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
67061798,"[18, 0, 18, 0, 0]",18,0,18,0,0,True,1
66092778,"[49, 7, 36, 6, 0]",49,7,36,6,0,True,1
62089528,"[147, 0, 26, 121, 0]",147,0,26,121,0,True,2
67077118,"[10, 0, 10, 0, 0]",10,0,10,0,0,True,1
67002588,"[54, 0, 32, 22, 0]",54,0,32,22,0,True,1
63086738,"[147, 0, 28, 114, 5]",147,0,28,114,5,True,2
63078788,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
67052678,"[29, 9, 20, 0, 0]",29,9,20,0,0,True,1
67001238,"[48, 4, 44, 0, 0]",48,4,44,0,0,True,1
67005718,"[47, 2, 45, 0, 0]",47,2,45,0,0,True,1
60820278,"[147, 1, 146, 0, 0]",147,1,146,0,0,True,1
67005728,"[47, 2, 45, 0, 0]",47,2,45,0,0,True,1
62089818,"[147, 126, 21, 0, 0]",147,126,21,0,0,True,0
67026928,"[31, 9, 22, 0, 0]",31,9,22,0,0,True,1
61822618,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
66096128,"[77, 40, 37, 0, 0]",77,40,37,0,0,True,0
66070028,"[125, 9, 116, 0, 0]",125,9,116,0,0,True,1
69864818,"[147, 114, 33, 0, 0]",147,114,33,0,0,True,0
61841228,"[147, 101, 46, 0, 0]",147,101,46,0,0,True,0
65022158,"[48, 1, 18, 23, 6]",48,1,18,23,6,True,2
61833408,"[147, 132, 15, 0, 0]",147,132,15,0,0,True,0
66089058,"[50, 0, 48, 2, 0]",50,0,48,2,0,True,1
61855688,"[147, 13, 134, 0, 0]",147,13,134,0,0,True,1
69864398,"[147, 9, 117, 21, 0]",147,9,117,21,0,True,1
67067688,"[14, 0, 14, 0, 0]",14,0,14,0,0,True,1
65019138,"[147, 95, 52, 0, 0]",147,95,52,0,0,True,0
66096088,"[80, 0, 0, 4, 76]",80,0,0,4,76,True,3
67002118,"[55, 17, 38, 0, 0]",55,17,38,0,0,True,1
67000178,"[64, 4, 60, 0, 0]",64,4,60,0,0,True,1
61820888,"[147, 97, 50, 0, 0]",147,97,50,0,0,True,0
67026208,"[20, 2, 18, 0, 0]",20,2,18,0,0,True,1
67060678,"[16, 0, 9, 7, 0]",16,0,9,7,0,True,1
66072978,"[122, 56, 66, 0, 0]",122,56,66,0,0,True,1
60018678,"[147, 1, 9, 135, 2]",147,1,9,135,2,True,2
67025898,"[32, 31, 1, 0, 0]",32,31,1,0,0,True,0
67007918,"[31, 31, 0, 0, 0]",31,31,0,0,0,True,0
67020158,"[34, 23, 11, 0, 0]",34,23,11,0,0,True,0
61849588,"[147, 0, 0, 0, 147]",147,0,0,0,147,True,3
60801558,"[49, 2, 3, 0, 44]",49,2,3,0,44,True,3
60818398,"[147, 0, 130, 16, 1]",147,0,130,16,1,True,1
66029768,"[136, 0, 4, 127, 5]",136,0,4,127,5,True,2
69875468,"[147, 0, 1, 14, 132]",147,0,1,14,132,True,3
61832778,"[147, 100, 47, 0, 0]",147,100,47,0,0,True,0
67009588,"[47, 11, 35, 1, 0]",47,11,35,1,0,True,1
67007868,"[34, 9, 25, 0, 0]",34,9,25,0,0,True,1
67853488,"[147, 1, 0, 0, 146]",147,1,0,0,146,True,3
63086818,"[131, 10, 121, 0, 0]",131,10,121,0,0,True,1
61849688,"[147, 51, 96, 0, 0]",147,51,96,0,0,True,1
61882908,"[147, 1, 0, 0, 146]",147,1,0,0,146,True,3
60008918,"[147, 0, 130, 17, 0]",147,0,130,17,0,True,1
61873198,"[147, 33, 35, 76, 3]",147,33,35,76,3,True,2
61823088,"[147, 99, 15, 23, 10]",147,99,15,23,10,True,0
66029268,"[131, 109, 22, 0, 0]",131,109,22,0,0,True,0
66086988,"[40, 9, 31, 0, 0]",40,9,31,0,0,True,1
63068678,"[147, 139, 0, 8, 0]",147,139,0,8,0,True,0
88881129,"[147, 0, 0, 0, 147]",147,0,0,0,147,True,3
66029028,"[136, 1, 28, 83, 24]",136,1,28,83,24,True,2
66026258,"[139, 8, 33, 56, 42]",139,8,33,56,42,True,2
20171101,"[147, 147, 0, 0, 0]",147,147,0,0,0,True,0
66099898,"[50, 40, 10, 0, 0]",50,40,10,0,0,True,0
69859918,"[98, 83, 15, 0, 0]",98,83,15,0,0,True,0
66069958,"[125, 1, 40, 19, 65]",125,1,40,19,65,True,3
66089738,"[48, 10, 38, 0, 0]",48,10,38,0,0,True,1
65011078,"[49, 35, 14, 0, 0]",49,35,14,0,0,True,0
63077698,"[122, 0, 72, 39, 11]",122,0,72,39,11,True,1
67060888,"[10, 5, 5, 0, 0]",10,5,5,0,0,True,0
67050878,"[27, 9, 18, 0, 0]",27,9,18,0,0,True,1
68841058,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
66085018,"[69, 16, 53, 0, 0]",69,16,53,0,0,True,1
65029818,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
67062758,"[14, 14, 0, 0, 0]",14,14,0,0,0,True,0
67810658,"[147, 66, 20, 48, 13]",147,66,20,48,13,True,0
67025638,"[19, 16, 3, 0, 0]",19,16,3,0,0,True,0
66020638,"[147, 52, 89, 6, 0]",147,52,89,6,0,True,1
68844168,"[147, 4, 143, 0, 0]",147,4,143,0,0,True,1
67020868,"[12, 10, 2, 0, 0]",12,10,2,0,0,True,0
65009938,"[147, 0, 95, 52, 0]",147,0,95,52,0,True,1
69842398,"[147, 0, 123, 22, 2]",147,0,123,22,2,True,1
69855818,"[43, 9, 34, 0, 0]",43,9,34,0,0,True,1
66893718,"[147, 0, 0, 0, 147]",147,0,0,0,147,True,3
66050228,"[133, 23, 110, 0, 0]",133,23,110,0,0,True,1
61825208,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
69830858,"[147, 113, 33, 1, 0]",147,113,33,1,0,True,0
67016588,"[46, 0, 46, 0, 0]",46,0,46,0,0,True,1
61834918,"[147, 1, 0, 0, 146]",147,1,0,0,146,True,3
66888728,"[147, 0, 119, 28, 0]",147,0,119,28,0,True,1
63099278,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
61871798,"[147, 6, 141, 0, 0]",147,6,141,0,0,True,1
65016128,"[147, 91, 56, 0, 0]",147,91,56,0,0,True,0
61874918,"[147, 134, 13, 0, 0]",147,134,13,0,0,True,0
69886708,"[147, 105, 42, 0, 0]",147,105,42,0,0,True,0
69828598,"[147, 1, 0, 0, 146]",147,1,0,0,146,True,3
61807098,"[147, 0, 118, 28, 1]",147,0,118,28,1,True,1
62075028,"[147, 1, 144, 2, 0]",147,1,144,2,0,True,1
67012118,"[17, 0, 17, 0, 0]",17,0,17,0,0,True,1
66061878,"[130, 49, 81, 0, 0]",130,49,81,0,0,True,1
61859528,"[147, 0, 10, 136, 1]",147,0,10,136,1,True,2
62092668,"[147, 76, 71, 0, 0]",147,76,71,0,0,True,0
69892828,"[147, 128, 19, 0, 0]",147,128,19,0,0,True,0
66050038,"[40, 12, 28, 0, 0]",40,12,28,0,0,True,1
60085268,"[147, 41, 87, 19, 0]",147,41,87,19,0,True,1
69828108,"[147, 146, 1, 0, 0]",147,146,1,0,0,True,0
67810458,"[28, 28, 0, 0, 0]",28,28,0,0,0,True,0
67006668,"[48, 0, 14, 30, 4]",48,0,14,30,4,True,2
61866918,"[147, 26, 121, 0, 0]",147,26,121,0,0,True,1
67012968,"[28, 4, 19, 5, 0]",28,4,19,5,0,True,1
61891488,"[147, 135, 12, 0, 0]",147,135,12,0,0,True,0
61890928,"[147, 6, 140, 1, 0]",147,6,140,1,0,True,1
67012028,"[42, 40, 2, 0, 0]",42,40,2,0,0,True,0
61828508,"[147, 147, 0, 0, 0]",147,147,0,0,0,True,0
60820118,"[147, 0, 20, 111, 16]",147,0,20,111,16,True,2
67062568,"[17, 10, 7, 0, 0]",17,10,7,0,0,True,0
67071558,"[11, 10, 1, 0, 0]",11,10,1,0,0,True,0
66075688,"[121, 102, 19, 0, 0]",121,102,19,0,0,True,0
66027008,"[140, 50, 55, 34, 1]",140,50,55,34,1,True,1
65089218,"[147, 137, 10, 0, 0]",147,137,10,0,0,True,0
61824508,"[147, 10, 39, 0, 98]",147,10,39,0,98,True,3
63025278,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
65057228,"[131, 10, 121, 0, 0]",131,10,121,0,0,True,1
67012568,"[45, 8, 20, 17, 0]",45,8,20,17,0,True,1
67001798,"[58, 0, 1, 22, 35]",58,0,1,22,35,True,3
61802908,"[147, 10, 137, 0, 0]",147,10,137,0,0,True,1
67072058,"[11, 10, 1, 0, 0]",11,10,1,0,0,True,0
63089578,"[147, 10, 137, 0, 0]",147,10,137,0,0,True,1
62070628,"[147, 11, 130, 6, 0]",147,11,130,6,0,True,1
61829078,"[147, 101, 46, 0, 0]",147,101,46,0,0,True,0
63067508,"[147, 19, 128, 0, 0]",147,19,128,0,0,True,1
61835728,"[147, 39, 108, 0, 0]",147,39,108,0,0,True,1
62001008,"[147, 49, 98, 0, 0]",147,49,98,0,0,True,1
65026208,"[147, 18, 129, 0, 0]",147,18,129,0,0,True,1
65075898,"[147, 0, 1, 20, 126]",147,0,1,20,126,True,3
61864328,"[147, 0, 75, 72, 0]",147,0,75,72,0,True,1
61827028,"[147, 6, 124, 17, 0]",147,6,124,17,0,True,1
69810568,"[147, 1, 0, 3, 143]",147,1,0,3,143,True,3
61875288,"[147, 85, 55, 7, 0]",147,85,55,7,0,True,0
67017058,"[44, 0, 13, 31, 0]",44,0,13,31,0,True,2
67017668,"[45, 7, 38, 0, 0]",45,7,38,0,0,True,1
66022528,"[139, 90, 49, 0, 0]",139,90,49,0,0,True,0
66067218,"[111, 78, 33, 0, 0]",111,78,33,0,0,True,0
66075038,"[43, 39, 4, 0, 0]",43,39,4,0,0,True,0
62076638,"[147, 65, 72, 10, 0]",147,65,72,10,0,True,1
66075218,"[47, 20, 27, 0, 0]",47,20,27,0,0,True,1
65025868,"[147, 117, 30, 0, 0]",147,117,30,0,0,True,0
67000738,"[58, 45, 0, 0, 13]",58,45,0,0,13,True,0
66099768,"[64, 7, 57, 0, 0]",64,7,57,0,0,True,1
61804598,"[147, 0, 63, 83, 1]",147,0,63,83,1,True,2
67051618,"[29, 10, 19, 0, 0]",29,10,19,0,0,True,1
61824398,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
66072078,"[73, 0, 49, 24, 0]",73,0,49,24,0,True,1
67005508,"[35, 16, 19, 0, 0]",35,16,19,0,0,True,1
67016278,"[46, 7, 35, 4, 0]",46,7,35,4,0,True,1
67071038,"[12, 11, 1, 0, 0]",12,11,1,0,0,True,0
69892228,"[147, 45, 102, 0, 0]",147,45,102,0,0,True,1
61829028,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
61849918,"[147, 0, 147, 0, 0]",147,0,147,0,0,True,1
67000958,"[60, 0, 14, 45, 1]",60,0,14,45,1,True,2
66097588,"[72, 17, 55, 0, 0]",72,17,55,0,0,True,1
66066298,"[120, 60, 5, 55, 0]",120,60,5,55,0,True,0
66052998,"[108, 0, 98, 10, 0]",108,0,98,10,0,True,1
67028258,"[12, 11, 1, 0, 0]",12,11,1,0,0,True,0
61821128,"[147, 147, 0, 0, 0]",147,147,0,0,0,True,0
67020078,"[41, 11, 30, 0, 0]",41,11,30,0,0,True,1
